,macro_plot_name,monitoring_status,date,size_cl_dia,status,avg_ht,comment,tag_no,top_kill_y_n,resprout_y_n,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,basal_resprout_count,uv2,uv3,uv1desc,uv2desc,uv3desc,sa_comment,species_symbol,treatment_burn,experiment
588,_195,PreBurn,8/28/2021,1,L,2.2,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
589,_196,PreBurn,8/28/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,dormant_burn,new
590,_196,PreBurn,8/28/2021,3.45,L,3.4,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
591,_196,PreBurn,8/28/2021,1.35,L,2,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
592,_197,PreBurn,8/28/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,dormant_burn,new
593,_197,PreBurn,8/28/2021,5,L,4.2,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
594,_197,PreBurn,8/28/2021,2.2,L,2.5,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
595,_197,PreBurn,8/28/2021,0.6,L,1.6,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
596,_197,PreBurn,8/28/2021,0.25,L,1.4,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
597,_197,PreBurn,8/28/2021,2,L,1.4,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
598,_197,PreBurn,8/28/2021,3.95,L,3.7,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
599,_197,PreBurn,8/28/2021,0.9,L,1.7,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
600,_197,PreBurn,8/28/2021,1.15,L,2,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,dormant_burn,new
601,_198,PreBurn,8/28/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,leafout_burn,new
602,_198,PreBurn,8/28/2021,0.85,L,1.8,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
603,_198,PreBurn,8/28/2021,2.9,L,3.5,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
604,_198,PreBurn,8/28/2021,0.6,D,1.5,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
605,_199,PreBurn,8/28/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,leafout_burn,new
606,_199,PreBurn,8/28/2021,0.4,L,1.5,NA,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
607,_199,PreBurn,8/28/2021,7,L,4.4,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
608,_200,PreBurn,8/28/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,leafout_burn,new
609,_200,PreBurn,8/28/2021,3,L,3.1,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
610,_200,PreBurn,8/28/2021,4,L,2.4,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,new
637,_190,PostBurnYear1,9/26/2022 11:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,control,new
638,_190,PostBurnYear1,9/26/2022 11:06,1.8,L,2.1,NA,233,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
639,_190,PostBurnYear1,9/26/2022 11:06,7.2,L,4.1,NA,234,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
640,_190,PostBurnYear1,9/26/2022 11:06,3.6,L,3.2,NA,235,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
641,_190,PostBurnYear1,9/26/2022 11:06,2.4,L,2.4,NA,237,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
642,_190,PostBurnYear1,9/26/2022 11:06,1.95,L,2.2,NA,239,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
643,_191,PostBurnYear1,9/26/2022 11:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,control,new
644,_191,PostBurnYear1,9/26/2022 11:07,2.3,L,2.4,NA,248,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
645,_191,PostBurnYear1,9/26/2022 11:07,7.6,L,4.2,NA,249,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
646,_191,PostBurnYear1,9/26/2022 11:07,8.05,L,5.3,NA,250,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
701,_190,PreBurn,8/28/2021 12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,control,new
702,_190,PreBurn,8/28/2021 12:20,1.1,L,2,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
703,_190,PreBurn,8/28/2021 12:20,6.6,L,4.1,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
704,_190,PreBurn,8/28/2021 12:20,3,L,3.1,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
705,_190,PreBurn,8/28/2021 12:20,2,L,2.4,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
706,_190,PreBurn,8/28/2021 12:20,1.6,L,2.2,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
707,_191,PreBurn,8/28/2021 12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,NA,NA,NA,NA,control,new
708,_191,PreBurn,8/28/2021 12:20,2,L,2.4,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
709,_191,PreBurn,8/28/2021 12:20,6.9,L,4.2,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
710,_191,PreBurn,8/28/2021 12:20,7.4,L,5.2,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
324,_150,PreBurn,8/30/2021 14:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,new
325,_150,PreBurn,8/30/2021 14:14,6.6,L,4.2,NA,824,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
326,_150,PreBurn,8/30/2021 14:14,0.55,L,1.7,NA,825,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
327,_150,PreBurn,8/30/2021 14:14,1.9,L,2.5,NA,826,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
328,_150,PreBurn,8/30/2021 14:14,1.2,L,1.8,NA,827,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
329,_150,PreBurn,8/30/2021 14:14,0.6,L,1.6,NA,828,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
330,_150,PreBurn,8/30/2021 14:14,1.6,L,2.3,NA,829,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
331,_150,PreBurn,8/30/2021 14:14,3.4,L,3,NA,830,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
332,_150,PreBurn,8/30/2021 14:14,5.6,L,4.1,NA,831,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
333,_150,PreBurn,8/30/2021 14:14,3.1,L,3.6,NA,832,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
334,_150,PreBurn,8/30/2021 14:14,3.6,L,2.9,NA,833,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
335,_150,PreBurn,8/30/2021 14:14,6.35,L,3.9,NA,834,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
336,_150,PreBurn,8/30/2021 14:14,7.6,L,4.4,NA,835,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
337,_150,PreBurn,8/30/2021 14:14,3.1,L,3.85,NA,836,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
338,_150,PreBurn,8/30/2021 14:14,0.8,L,1.8,NA,839,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
339,_150,PreBurn,8/30/2021 14:14,0.55,L,1.5,NA,841,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
340,_150,PreBurn,8/30/2021 14:14,1.6,L,2.2,NA,844,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
341,_150,PreBurn,8/30/2021 14:14,3.5,L,3,NA,845,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
342,_150,PreBurn,8/30/2021 14:14,2,L,2.85,NA,846,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
611,_152,PreBurn,8/30/2021 14:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,new
612,_152,PreBurn,8/30/2021 14:15,3.1,L,2.4,NA,202,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
613,_153,PreBurn,8/30/2021 14:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,new
614,_153,PreBurn,8/30/2021 14:16,7.4,L,4.1,NA,172,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
615,_153,PreBurn,8/30/2021 14:16,6.85,L,4.5,NA,173,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
616,_156,PreBurn,8/30/2021 14:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,new
617,_156,PreBurn,8/30/2021 14:17,3.6,L,3,NA,164,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
618,_157,PreBurn,8/30/2021 14:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,new
619,_157,PreBurn,8/30/2021 14:17,1.5,L,2.3,NA,143,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
620,_157,PreBurn,8/30/2021 14:17,2.05,L,2.3,NA,144,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
621,_157,PreBurn,8/30/2021 14:17,2.85,L,3,NA,145,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
622,_157,PreBurn,8/30/2021 14:17,4.8,L,4.5,NA,149,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
623,_157,PreBurn,8/30/2021 14:17,4.65,L,4,NA,150,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
624,_158,PreBurn,8/30/2021 14:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,new
625,_158,PreBurn,8/30/2021 14:18,7.2,L,3,NA,111,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
626,_158,PreBurn,8/30/2021 14:18,4.2,Ll,2,NA,112,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
627,_158,PreBurn,8/30/2021 14:18,5.65,L,3.2,NA,115,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
628,_158,PreBurn,8/30/2021 14:18,2.9,L,2.1,NA,122,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
629,_158,PreBurn,8/30/2021 14:18,6.3,L,5,NA,125,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
630,_158,PreBurn,8/30/2021 14:18,3.2,L,2.2,NA,126,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
631,_158,PreBurn,8/30/2021 14:18,3.5,L,2.4,NA,128,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
632,_158,PreBurn,8/30/2021 14:18,1.4,L,2.1,NA,129,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
633,_158,PreBurn,8/30/2021 14:18,4.9,L,4.3,NA,130,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
634,_158,PreBurn,8/30/2021 14:18,0.5,L,1.6,NA,132,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
635,_158,PreBurn,8/30/2021 14:18,1.55,L,2.1,NA,137,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
636,_158,PreBurn,8/30/2021 14:18,5.15,L,2.2,NA,136,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
378,_150,PostBurnYear1,9/26/2022 11:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,new
379,_150,PostBurnYear1,9/26/2022 11:01,6.95,L,4.2,NA,824,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
380,_150,PostBurnYear1,9/26/2022 11:01,0.7,L,1.45,NA,825,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
381,_150,PostBurnYear1,9/26/2022 11:01,2.1,L,1.8,NA,826,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
382,_150,PostBurnYear1,9/26/2022 11:01,1.4,L,1.9,NA,827,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
383,_150,PostBurnYear1,9/26/2022 11:01,0.55,L,1.45,NA,828,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
384,_150,PostBurnYear1,9/26/2022 11:01,1.7,L,2.3,NA,829,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
385,_150,PostBurnYear1,9/26/2022 11:01,3.9,L,3,NA,830,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
386,_150,PostBurnYear1,9/26/2022 11:01,6.2,L,4.1,NA,831,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
387,_150,PostBurnYear1,9/26/2022 11:01,3.25,L,3.6,NA,832,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
388,_150,PostBurnYear1,9/26/2022 11:01,4.1,L,3,NA,833,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
389,_150,PostBurnYear1,9/26/2022 11:01,5.6,L,4,NA,834,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
390,_150,PostBurnYear1,9/26/2022 11:01,8.15,L,4.5,NA,835,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
391,_150,PostBurnYear1,9/26/2022 11:01,3.3,L,3.8,NA,836,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
392,_150,PostBurnYear1,9/26/2022 11:01,0.85,L,1.8,NA,839,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
393,_150,PostBurnYear1,9/26/2022 11:01,0.7,L,1.5,NA,841,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
394,_150,PostBurnYear1,9/26/2022 11:01,2.1,L,2.3,NA,844,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
395,_150,PostBurnYear1,9/26/2022 11:01,3.6,L,3,NA,845,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
396,_150,PostBurnYear1,9/26/2022 11:01,2.4,L,2.9,NA,846,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
647,_152,PostBurnYear1,9/26/2022 11:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,new
648,_152,PostBurnYear1,9/26/2022 11:02,3.8,L,2.5,NA,202,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
649,_153,PostBurnYear1,9/26/2022 11:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,new
650,_153,PostBurnYear1,9/26/2022 11:03,8.4,L,4.3,NA,172,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
651,_153,PostBurnYear1,9/26/2022 11:03,7.7,L,5.2,NA,173,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
652,_156,PostBurnYear1,9/26/2022 11:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,new
653,_156,PostBurnYear1,9/26/2022 11:04,4,L,3,NA,164,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
654,_157,PostBurnYear1,9/26/2022 11:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,new
655,_157,PostBurnYear1,9/26/2022 11:05,2,L,2.3,NA,143,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
656,_157,PostBurnYear1,9/26/2022 11:05,2.7,L,2.6,NA,144,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
657,_157,PostBurnYear1,9/26/2022 11:05,3.3,L,3.2,NA,145,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
658,_157,PostBurnYear1,9/26/2022 11:05,5.6,L,4.6,NA,149,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
659,_157,PostBurnYear1,9/26/2022 11:05,5.8,L,4.3,NA,150,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
660,_157,PostBurnYear1,9/26/2022 11:05,1.95,L,2.2,Resprout out of dead tree 146.,146,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
661,_157,PostBurnYear1,9/26/2022 11:05,0.75,L,1.43,No tag; maybe a sapling that was missed the previous years.,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
662,_158,PostBurnYear1,9/26/2022 11:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,new
663,_158,PostBurnYear1,9/26/2022 11:05,7.4,L,2.8,NA,111,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
664,_158,PostBurnYear1,9/26/2022 11:05,4.2,L,1.7,NA,112,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
665,_158,PostBurnYear1,9/26/2022 11:05,5.8,D,2.6,NA,115,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
666,_158,PostBurnYear1,9/26/2022 11:05,3.85,L,2,NA,122,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
667,_158,PostBurnYear1,9/26/2022 11:05,7.1,L,5.1,NA,125,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
668,_158,PostBurnYear1,9/26/2022 11:05,3.45,L,2.1,NA,126,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
669,_158,PostBurnYear1,9/26/2022 11:05,4,L,2.2,NA,128,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
670,_158,PostBurnYear1,9/26/2022 11:05,1.45,L,1.85,NA,129,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
671,_158,PostBurnYear1,9/26/2022 11:05,5.45,L,4.2,NA,130,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
672,_158,PostBurnYear1,9/26/2022 11:05,1,L,1.6,NA,132,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
673,_158,PostBurnYear1,9/26/2022 11:05,1.9,L,1.8,NA,137,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,new
674,_158,PostBurnYear1,9/26/2022 11:05,5.2,L,2,NA,136,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,new
